id,text,created_at,retweet_count,reply_count,like_count,quote_count
1908104980416094624,@anoma real,2025-04-04T10:30:52.000Z,0,0,1,0
1908086462140027231,"RT @lincolnarunga: It's a fine Morning/day to remind you ,use @UseUniversalX , Never bridge again. One Account many networks,One balance. T…",2025-04-04T09:17:17.000Z,1,0,0,0
1908084666806243540,@AHorlaplusone @UseUniversalX yeah here on X,2025-04-04T09:10:09.000Z,0,1,1,0
1908082230968394009,@camara_gn @UseUniversalX limit orders coming first,2025-04-04T09:00:28.000Z,0,2,2,0
1908081175576351032,"doing my weekly livestream in 4 hours

shooting the shit; answering any questions, going over some @UseUniversalX updates and upcoming plans, etc.

join up. 1PM UTC https://t.co/biOfkklOjw",2025-04-04T08:56:17.000Z,0,6,26,3
1908078770927317190,@mraltantutar @LimitMM @Macr0Mark @matrixthesun @rare_theGem @Megalodon9491 @CharcoOnchain @iam_LeriK @Sadwire23 @The_Tradeguru @0x_scientist UX Maxi.,2025-04-04T08:46:44.000Z,0,0,3,0
1907945831304708493,@BunnyGirlBags @ParticleNtwrk @Megalodon9491 chad,2025-04-03T23:58:28.000Z,0,1,4,0
1907944849908912153,RT @BunnyGirlBags: Just heard about @ParticleNtwrk from the homie @Megalodon9491. It gives you the opp to trade multi-chain without bridgin…,2025-04-03T23:54:34.000Z,3,0,0,0
1907916305505857736,@robyhedge @LimitMM @Macr0Mark @matrixthesun @rare_theGem @Megalodon9491 @CharcoOnchain @iam_LeriK @Sadwire23 @The_Tradeguru @0x_scientist UX maxi,2025-04-03T22:01:09.000Z,0,0,5,0
1907914837319184408,"BE A UX MAXI

add it to your bio

chain abstraction https://t.co/hBCD2QgI3f https://t.co/FsQqdTvg1S",2025-04-03T21:55:19.000Z,10,20,43,2
1907912159109198066,"RT @ethnoor123: @InfoSpace_OG Thank you OG
Thank you @vaib_ai 
Received in my @UseUniversalX ! https://t.co/oZyBmgDu37",2025-04-03T21:44:40.000Z,1,0,0,0
1907899078215713008,".@UseUniversalX keeps getting tagged here

yes it fixes this whole problem

onchain CAN be better than CEXs.

chain abstraction https://t.co/t6rN5LfPdK",2025-04-03T20:52:41.000Z,1,5,22,0
1907898372499058844,@CharcoOnchain tuff,2025-04-03T20:49:53.000Z,0,0,1,0
1907880678479552753,RT @ezmoneytraderr: Never bridge again,2025-04-03T19:39:35.000Z,1,0,0,0
1907867587679273460,@lincolnarunga @ParticleNtwrk sure,2025-04-03T18:47:34.000Z,0,1,1,0
1907822282103239105,"RT @AleaResearch: Crypto liquidity is scattered across 300+ blockchains, creating a common issue: fragmentation.

Particle Network is tackl…",2025-04-03T15:47:32.000Z,4,0,0,0
1907820629438452017,RT @0xpeterpan_: never bridge again,2025-04-03T15:40:58.000Z,2,0,0,0
1907818316032295218,RT @Ugbuericsam: @KhanAbbas201 @binance @UseUniversalX can make this smother,2025-04-03T15:31:46.000Z,1,0,0,0
1907817438655238380,"RT @0xpengyu: never bridge again

2025 is the year of chain abstraction",2025-04-03T15:28:17.000Z,6,0,0,0
1907814514994602283,"never bridge again

2025 is the year of chain abstraction https://t.co/WL7TVRMkQI https://t.co/0pe2PPvdLK",2025-04-03T15:16:40.000Z,5,11,32,5
1907780240690061338,"RT @CoinWOfficial: 🎙️ We are LIVE!

🥳 Now hosting @TABASCOweb3, Head of Developer Relations.

🍿 Tune in now: https://t.co/FqLWhQHAws",2025-04-03T13:00:28.000Z,3,0,0,0
1907772844219707398,@KhanAbbas201 @binance @UseUniversalX,2025-04-03T12:31:05.000Z,0,2,6,0
1907746494863782331,@bhxlla yeah zerodev is a solid one. we’re competing in a sense,2025-04-03T10:46:23.000Z,0,1,1,0
1907742201389482110,"RT @kratos_eth_: Here is how you can win up to 20,000 $PARTI tokens on @UseUniversalX 

A thread 🧵. https://t.co/W17SZKTUjZ",2025-04-03T10:29:19.000Z,1,0,0,0
1907740148567335057,@TheDeFISaint @ParticleNtwrk 🫡,2025-04-03T10:21:10.000Z,0,0,1,0
1907740134310654063,"RT @TheDeFISaint: The speed at which the @ParticleNtwrk ships is insane.

They're currently on the spotlight all over the TL.",2025-04-03T10:21:06.000Z,14,0,0,0
1907739901497372948,"if you're a UX maxi (needs to be in your bio) and want a @ParticleNtwrk capybara, lmk

will ship https://t.co/gv8TwUAtzD",2025-04-03T10:20:11.000Z,5,23,45,1
1907739553739485514,"@bhxlla having assets spread across multiple origin chains, including different assets, and spending collectively on a destination transaction, without escrows/custody",2025-04-03T10:18:48.000Z,0,1,0,0
1907736450465927303,@bhxlla not as simple as producing a cross-chain swap quote and signing,2025-04-03T10:06:28.000Z,0,1,0,0
1907730544873582798,"literally any app from any vertical will be chain-abstracted in a few lines of code

all of this is happening sooner than you think

NBA https://t.co/cVke32007r",2025-04-03T09:43:00.000Z,0,9,30,0
1907697767071568213,@Four0905 @pumpdotfun @UseUniversalX 🫡,2025-04-03T07:32:45.000Z,0,1,0,0
1907689506293375177,"RT @grandpa_layne: Breaking News from @UseUniversalX 

1. Pumpfun just got abstracted- You can now trade pre-bonded tokens from @pumpdotfun…",2025-04-03T06:59:56.000Z,2,0,0,0
1907686508246519967,"RT @0xpeterpan_: What do u want to build with Universal Account?

I plan to build a simple bulk transfer dApp to show how UA can help impro…",2025-04-03T06:48:01.000Z,1,0,0,0
1907685444604588109,RT @0xpeterpan_: it's coming https://t.co/3CkrxlXt5o,2025-04-03T06:43:47.000Z,5,0,0,0
1907655563967930851,@AlbrightMusk @UseUniversalX @0xpeterpan_ 🫡,2025-04-03T04:45:03.000Z,0,1,2,0
1907561241444495511,RT @TABASCOweb3: https://t.co/W5J0irWnJC,2025-04-02T22:30:15.000Z,7,0,0,0
1907561152621555877,"RT @lincolnarunga: I'll say this here not once not twice but always use @UseUniversalX by @ParticleNtwrk ,why?Trading  across major chains…",2025-04-02T22:29:54.000Z,1,0,0,0
1907538923750043968,@GTambunan9474 @UseUniversalX damn pretty good,2025-04-02T21:01:34.000Z,0,1,1,0
1907533557800530176,be a UX maxi https://t.co/TQYbovGW6L,2025-04-02T20:40:15.000Z,1,2,11,0
1907532780793471207,@TetanggaMuu__ @UseUniversalX nice,2025-04-02T20:37:09.000Z,0,0,1,0
1907532726414016756,@MadhuKumar4U @UseUniversalX on desktop yeah. mobile soon,2025-04-02T20:36:56.000Z,0,0,0,0
1907532510512517254,@Megalodon9491 chad,2025-04-02T20:36:05.000Z,0,1,1,0
1907531881660203490,"RT @Megalodon9491: I have always championed multichain, despite the challenges.

@ParticleNtwrk's &amp; @UseUniversalX makes multichain seamles…",2025-04-02T20:33:35.000Z,2,0,0,0
1907522148215763029,"OPOUX

Only Possible On UniversalX https://t.co/JNsxWAFTpy",2025-04-02T19:54:54.000Z,1,3,20,0
1907520887189864529,"RT @TABASCOweb3: new @UseUniversalX update:

+ you can trade pre-bonding pumpfun tokens now 
+ running a campaign giving away some $PARTI f…",2025-04-02T19:49:54.000Z,3,0,0,0
1907520856944947468,"RT @AlbrightMusk: Also received some sweet $PARTI tokens for being a UX maxi 😌
Thanks @TABASCOweb3 https://t.co/8WsskMIWm7",2025-04-02T19:49:46.000Z,1,0,0,0
1907519883371491555,"new @UseUniversalX update:

+ you can trade pre-bonding pumpfun tokens now 
+ running a campaign giving away some $PARTI for a week 
+ lots of quality of life improvements  

told y'all we ship constantly https://t.co/Q9RRjKUQVE",2025-04-02T19:45:54.000Z,3,4,28,0
1907518052511658487,"RT @grandpa_layne: Received a sweeeet $PARTI Red packet for being a UX maxi!
Trade with @UseUniversalX today and never bridge again!!!!

Ty…",2025-04-02T19:38:38.000Z,1,0,0,0
1907516288290652227,@AlbrightMusk @UseUniversalX real ux maxi,2025-04-02T19:31:37.000Z,0,1,2,0
1907515654338666912,"just show up every day

and have a specific goal",2025-04-02T19:29:06.000Z,1,2,20,0
1907515555395023044,@Kadoosh1e @UseUniversalX fartcoin is outperforming everything else in my port,2025-04-02T19:28:42.000Z,0,1,1,0
1907515208949707220,@grandpa_layne @UseUniversalX only possible on universalx,2025-04-02T19:27:20.000Z,0,0,1,0
1907509425713377458,show me your biggest gainer on @UseUniversalX and I'll drop red packets to my favorites,2025-04-02T19:04:21.000Z,13,25,42,2
1907505594782593359,RT @0xpeterpan_: pumpfun has been chain abstracted @UseUniversalX https://t.co/g9K2YVF07e,2025-04-02T18:49:08.000Z,2,0,0,0
